date,tmin
2013-01-01,35.94553246069785
2013-01-02,35.36915561125448
2013-01-03,35.04874883883502
2013-01-04,30.30766499738543
2013-01-05,33.01236517115781
2013-01-06,32.820070236725805
2013-01-07,31.139783061740545
2013-01-08,38.4304624167734
2013-01-09,39.106469889792855
2013-01-10,38.96843500693301
2013-01-11,39.84189867492685
2013-01-12,38.7008061149028
2013-01-13,41.04913751197592
2013-01-14,39.88685057695425
2013-01-15,39.19935678288475
2013-01-16,36.952987112455844
2013-01-17,37.08950657267685
2013-01-18,41.60572942913944
2013-01-19,42.975875298918886
2013-01-20,37.63086330457936
2013-01-21,33.61518611249968
2013-01-22,28.57338201237783
2013-01-23,29.376837755015554
2013-01-24,25.666120476511825
2013-01-25,26.18332743413577
2013-01-26,28.099544882284256
2013-01-27,41.25405772597365
2013-01-28,41.71870658967261
2013-01-29,
2013-01-30,
2013-01-31,
2013-02-01,33.604843204955394
2013-02-02,31.715687711557376
2013-02-03,26.81438097295516
2013-02-04,30.165427489898445
2013-02-05,41.43712681246638
2013-02-06,40.89500298335632
2013-02-07,32.66388266035192
2013-02-08,28.96022050373797
2013-02-09,29.10902666738671
2013-02-10,33.994146093330485
2013-02-11,30.483001024753765
2013-02-12,38.432515339477604
2013-02-13,38.28124432891581
2013-02-14,37.90647518018528
2013-02-15,41.708200827775634
2013-02-16,38.06957718925147
2013-02-17,34.63529029450429
2013-02-18,30.885955917292886
2013-02-19,29.13624306856457
2013-02-20,32.79795832019815
2013-02-21,43.619002334023065
2013-02-22,42.101173736079424
2013-02-23,44.33042176854935
2013-02-24,38.59035626054105
2013-02-25,37.376480235213215
2013-02-26,31.16718939506402
2013-02-27,33.565341659102685
2013-02-28,32.30503464037656
2013-02-29,
2013-02-30,
2013-02-31,
2013-03-01,44.548801648975754
2013-03-02,43.17270762398488
2013-03-03,38.194074367439256
2013-03-04,42.69849182949062
2013-03-05,42.295178523416425
2013-03-06,38.637203073155646
2013-03-07,40.08474750930984
2013-03-08,41.21144399561489
2013-03-09,38.2881717666009
2013-03-10,34.82921966235353
2013-03-11,35.20079401355256
2013-03-12,36.597901586447456
2013-03-13,39.71031345626928
2013-03-14,39.692775125888154
2013-03-15,47.32367743327312
2013-03-16,49.766196775283106
2013-03-17,54.2840729984432
2013-03-18,51.39230210706378
2013-03-19,42.03293477772889
2013-03-20,41.90665300689547
2013-03-21,38.13720489221249
2013-03-22,45.14981226332904
2013-03-23,43.79647147062854
2013-03-24,46.66501749879082
2013-03-25,43.73934596558885
2013-03-26,46.649840861938756
2013-03-27,46.832300163332434
2013-03-28,52.19998360738753
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,48.871795018282526
2013-04-02,57.595218924600495
2013-04-03,51.34318723915217
2013-04-04,51.951013552016974
2013-04-05,50.26989448116845
2013-04-06,48.67139870974372
2013-04-07,54.442975854610395
2013-04-08,54.88001371367925
2013-04-09,62.99065562068617
2013-04-10,61.400053972474076
2013-04-11,65.79119201775622
2013-04-12,57.37525682951931
2013-04-13,56.5806276221638
2013-04-14,53.29138268222274
2013-04-15,57.35839252795209
2013-04-16,55.30779294330318
2013-04-17,54.878212910938046
2013-04-18,57.84621712090562
2013-04-19,61.50046886019577
2013-04-20,59.970437771271726
2013-04-21,59.34024485987293
2013-04-22,57.86567417686431
2013-04-23,60.88721893557712
2013-04-24,68.02909517423463
2013-04-25,65.98940355667149
2013-04-26,57.22055273547047
2013-04-27,60.36868852221981
2013-04-28,63.644267064590146
2013-04-29,
2013-04-30,
2013-04-31,
2013-05-01,61.12248624650025
2013-05-02,65.62690822424048
2013-05-03,61.97779126999954
2013-05-04,67.56659343339896
2013-05-05,62.57287957951603
2013-05-06,62.82902602766369
2013-05-07,66.8524503153272
2013-05-08,67.02895110419212
2013-05-09,65.96641649894578
2013-05-10,63.338047142322175
2013-05-11,64.26931145506889
2013-05-12,67.2022486980876
2013-05-13,65.11651862832673
2013-05-14,67.09082453948909
2013-05-15,63.58672791961162
2013-05-16,66.48012417390171
2013-05-17,68.18347327330636
2013-05-18,61.54900641999222
2013-05-19,61.32950481509595
2013-05-20,68.04921828779385
2013-05-21,64.44300115407026
2013-05-22,67.53779615557615
2013-05-23,63.05499262480926
2013-05-24,65.67296434774477
2013-05-25,65.0734229226928
2013-05-26,66.9274935780724
2013-05-27,61.340621450005806
2013-05-28,64.27912416638067
2013-05-29,
2013-05-30,
2013-05-31,
2013-06-01,65.74547920639905
2013-06-02,65.82589113858441
2013-06-03,65.06741347223635
2013-06-04,67.39135684779947
2013-06-05,73.0031004974468
2013-06-06,70.46478166815012
2013-06-07,73.14389545811014
2013-06-08,79.44747280698364
2013-06-09,78.04869990143384
2013-06-10,76.39561302605392
2013-06-11,73.70582980007522
2013-06-12,73.3032882155103
2013-06-13,79.31667345859896
2013-06-14,67.06965169245103
2013-06-15,73.02248032732345
2013-06-16,71.59703108867241
2013-06-17,70.05238316346208
2013-06-18,71.3126583968141
2013-06-19,69.8668674813363
2013-06-20,66.75881334817039
2013-06-21,73.37651844239534
2013-06-22,78.45304670144651
2013-06-23,66.486809767889
2013-06-24,74.35678389085206
2013-06-25,73.96360554746599
2013-06-26,76.01605586283539
2013-06-27,71.23963617170676
2013-06-28,74.27738498865305
2013-06-29,
2013-06-30,
2013-06-31,
2013-07-01,81.01093557221041
2013-07-02,80.15328702394353
2013-07-03,82.48278015919855
2013-07-04,80.04121984908859
2013-07-05,84.72784565697182
2013-07-06,83.18192494436774
2013-07-07,83.43374565512073
2013-07-08,80.15830183539694
