date,tmax
2013-01-01,65.87450107966079
2013-01-02,67.58879947119922
2013-01-03,63.51848532567894
2013-01-04,58.07037270148109
2013-01-05,49.28900768091691
2013-01-06,55.78202184168003
2013-01-07,53.71757316482321
2013-01-08,59.26201650595636
2013-01-09,64.70110417270503
2013-01-10,61.23550441568565
2013-01-11,61.88787146698514
2013-01-12,57.58286889130042
2013-01-13,62.498722371160156
2013-01-14,66.13751785843846
2013-01-15,57.19009618712549
2013-01-16,63.52763994085595
2013-01-17,63.79615954308995
2013-01-18,72.07038480809547
2013-01-19,66.46368901194249
2013-01-20,61.2681150168209
2013-01-21,57.619970790352774
2013-01-22,51.01108702230422
2013-01-23,50.35614212465701
2013-01-24,45.87837198265122
2013-01-25,46.47567616729835
2013-01-26,43.71931282831297
2013-01-27,48.656157038186905
2013-01-28,56.52674973403167
2013-01-29,
2013-01-30,
2013-01-31,
2013-02-01,64.39685065635486
2013-02-02,57.565618382204455
2013-02-03,60.37106452945854
2013-02-04,67.03856276476247
2013-02-05,70.43996684314264
2013-02-06,74.88861919923109
2013-02-07,69.36965046359904
2013-02-08,56.693114843476245
2013-02-09,56.535502612738284
2013-02-10,55.90434589694966
2013-02-11,52.47424103678933
2013-02-12,61.10583586893392
2013-02-13,80.31225355348138
2013-02-14,75.70504617472253
2013-02-15,78.02384881123585
2013-02-16,74.13874088943545
2013-02-17,65.026439736874
2013-02-18,62.56140706258536
2013-02-19,63.316682022448454
2013-02-20,60.535803098121825
2013-02-21,71.93756748059084
2013-02-22,68.42066510756361
2013-02-23,75.22323987956621
2013-02-24,77.60745884471851
2013-02-25,67.82433223504881
2013-02-26,57.792360993664026
2013-02-27,49.448252209384314
2013-02-28,56.55493767410699
2013-02-29,
2013-02-30,
2013-02-31,
2013-03-01,60.184748077452994
2013-03-02,81.57755521849516
2013-03-03,68.90480467475932
2013-03-04,71.82910332828742
2013-03-05,77.90768468073477
2013-03-06,81.02540915118931
2013-03-07,73.80419399217952
2013-03-08,60.03586091680378
2013-03-09,54.53131769664751
2013-03-10,57.08869581423252
2013-03-11,56.08649974852321
2013-03-12,56.90377921330106
2013-03-13,58.09778299356863
2013-03-14,69.60662281905967
2013-03-15,70.22479427950006
2013-03-16,81.01835387473797
2013-03-17,80.19123588650086
2013-03-18,84.78849801092558
2013-03-19,84.04441795258445
2013-03-20,77.5645410582162
2013-03-21,74.51693153460633
2013-03-22,81.46643116884763
2013-03-23,75.53382814326852
2013-03-24,73.62240003823449
2013-03-25,76.82347261651068
2013-03-26,73.18349675182044
2013-03-27,76.43717875190104
2013-03-28,82.08550336845617
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,78.46616441672873
2013-04-02,80.81476138329741
2013-04-03,81.95309076858263
2013-04-04,76.27179811989441
2013-04-05,75.90461946649059
2013-04-06,71.66246738319549
2013-04-07,71.89792340824124
2013-04-08,66.64364267310485
2013-04-09,78.76455428842922
2013-04-10,81.63727596139736
2013-04-11,86.9665883931014
2013-04-12,86.07220245129864
2013-04-13,81.07407850333037
2013-04-14,79.6608932430071
2013-04-15,85.21566785456018
2013-04-16,82.07526526141075
2013-04-17,73.31700325257346
2013-04-18,70.60741896790823
2013-04-19,73.15721174707448
2013-04-20,75.79605605265125
2013-04-21,84.24551325045756
2013-04-22,87.80212800803746
2013-04-23,80.72140867046828
2013-04-24,87.91613977338686
2013-04-25,85.14256636161008
2013-04-26,81.2156319981549
2013-04-27,77.93318058606195
2013-04-28,82.07805166212384
2013-04-29,
2013-04-30,
2013-04-31,
2013-05-01,89.63953076077789
2013-05-02,88.54078268865963
2013-05-03,83.4958284745233
2013-05-04,89.92969070437563
2013-05-05,88.38105661410742
2013-05-06,89.32334498708747
2013-05-07,89.40002941074283
2013-05-08,91.66706002326728
2013-05-09,96.07722791638834
2013-05-10,95.92472568309796
2013-05-11,79.07133947879767
2013-05-12,87.94172481741455
2013-05-13,85.04097090715544
2013-05-14,95.45478750148912
2013-05-15,93.16003436055802
2013-05-16,94.931144250234
2013-05-17,90.51849934730907
2013-05-18,82.31160017167312
2013-05-19,84.02180399860714
2013-05-20,90.92471018898969
2013-05-21,84.35036126414843
2013-05-22,83.69671222187988
2013-05-23,85.20040798299381
2013-05-24,91.5668479389922
2013-05-25,90.25547413091284
2013-05-26,92.93832091739452
2013-05-27,85.37070728212686
2013-05-28,86.90497586370621
2013-05-29,
2013-05-30,
2013-05-31,
2013-06-01,87.81497968626347
2013-06-02,84.83836541778311
2013-06-03,89.40501127485678
2013-06-04,91.60020283780516
2013-06-05,93.7647727262052
2013-06-06,92.58477331287222
2013-06-07,93.54233679328014
2013-06-08,91.33797818348144
2013-06-09,93.74813584896981
2013-06-10,92.72304934697071
2013-06-11,88.70563803314108
2013-06-12,92.03363345254469
2013-06-13,89.01867882891888
2013-06-14,91.60048898093196
2013-06-15,93.6584005695122
2013-06-16,85.867573413218
2013-06-17,87.17548118177288
2013-06-18,93.28585612516571
2013-06-19,98.2945310879876
2013-06-20,93.74968308674141
2013-06-21,85.9395181486936
2013-06-22,80.66834332441633
2013-06-23,88.21801218179995
2013-06-24,85.6679489962485
2013-06-25,85.92022559211617
2013-06-26,85.37231514766323
2013-06-27,90.97407788224363
2013-06-28,93.54050721506422
2013-06-29,
2013-06-30,
2013-06-31,
2013-07-01,88.89541277784521
2013-07-02,95.24006250755764
2013-07-03,88.2317821123398
2013-07-04,98.54177492458638
2013-07-05,91.04705008631448
2013-07-06,91.66594417854132
2013-07-07,89.22437842591837
2013-07-08,91.02719203749555
