date,tmax
2013-01-01,37.98244291489733
2013-01-02,35.336560618470784
2013-01-03,31.95773578366601
2013-01-04,31.276287498274698
2013-01-05,37.93123225211874
2013-01-06,37.83823872102753
2013-01-07,38.01650901940958
2013-01-08,36.906719255775855
2013-01-09,42.419619348075415
2013-01-10,38.07990965198204
2013-01-11,32.55308556526842
2013-01-12,39.00014538678351
2013-01-13,43.018934288502436
2013-01-14,41.52344852839713
2013-01-15,43.86181551001791
2013-01-16,45.600684367816626
2013-01-17,37.01051182543795
2013-01-18,55.5484247278053
2013-01-19,40.22848903467936
2013-01-20,36.47044402436629
2013-01-21,28.65972239620148
2013-01-22,28.288895388911204
2013-01-23,29.31592836004161
2013-01-24,33.19306668757841
2013-01-25,34.83481765682364
2013-01-26,42.58315249290027
2013-01-27,43.395490261306676
2013-01-28,34.6669953016435
2013-01-29,
2013-01-30,
2013-01-31,
2013-02-01,29.997293559958862
2013-02-02,32.034171499605996
2013-02-03,41.2245209359498
2013-02-04,41.46184803830681
2013-02-05,45.317372010955246
2013-02-06,39.0799699884954
2013-02-07,29.460105404652857
2013-02-08,31.117822872263087
2013-02-09,38.871104917123475
2013-02-10,41.65452642210454
2013-02-11,44.136883847721386
2013-02-12,42.930370349349324
2013-02-13,45.392412105274744
2013-02-14,42.16138105001644
2013-02-15,44.534015705427535
2013-02-16,42.422343434032975
2013-02-17,38.617786828849404
2013-02-18,29.487756774001237
2013-02-19,41.79252692622784
2013-02-20,49.381992866617935
2013-02-21,50.94222500869014
2013-02-22,53.70785129943842
2013-02-23,43.692341195957795
2013-02-24,40.13835694313989
2013-02-25,36.085509404064226
2013-02-26,43.25699858141582
2013-02-27,48.319642813867475
2013-02-28,52.214981756557805
2013-02-29,
2013-02-30,
2013-02-31,
2013-03-01,46.000652832385704
2013-03-02,41.95526165551728
2013-03-03,44.060722289375455
2013-03-04,41.777932175265434
2013-03-05,40.00019089113076
2013-03-06,48.75959339519578
2013-03-07,55.03825028827339
2013-03-08,46.39514064412834
2013-03-09,44.480166760968075
2013-03-10,49.6152017419876
2013-03-11,39.16992081856486
2013-03-12,47.9320838205892
2013-03-13,58.88171323696801
2013-03-14,59.36015307938348
2013-03-15,59.4895970019413
2013-03-16,54.44697873664575
2013-03-17,63.94413778705866
2013-03-18,71.4195197145537
2013-03-19,44.27160635846649
2013-03-20,47.05597120416441
2013-03-21,49.48086379408516
2013-03-22,43.229868351464084
2013-03-23,52.777125006508605
2013-03-24,60.39672336563947
2013-03-25,56.2167655467663
2013-03-26,68.4232432893795
2013-03-27,76.01310461568751
2013-03-28,86.09801452044753
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,71.00136289216934
2013-04-02,64.33353603100193
2013-04-03,62.10342925725434
2013-04-04,74.9388086216187
2013-04-05,66.54746566797324
2013-04-06,72.26831438472203
2013-04-07,81.45671444551094
2013-04-08,78.20805809621655
2013-04-09,78.94424796671552
2013-04-10,73.51182165257444
2013-04-11,60.76361762399768
2013-04-12,59.63857055750825
2013-04-13,73.01293844095117
2013-04-14,78.98284282708795
2013-04-15,77.30106060434953
2013-04-16,72.03312658726044
2013-04-17,82.64354657695985
2013-04-18,57.463227176003606
2013-04-19,83.78998898202273
2013-04-20,74.9149513279975
2013-04-21,66.12819535590468
2013-04-22,79.24958597730162
2013-04-23,92.18788743916313
2013-04-24,78.71689364556012
2013-04-25,67.3391787565205
2013-04-26,78.36327010014288
2013-04-27,87.18232043230091
2013-04-28,79.1115516453478
2013-04-29,
2013-04-30,
2013-04-31,
2013-05-01,81.9999673228793
2013-05-02,84.40257195419352
2013-05-03,85.05399842550608
2013-05-04,86.63911467512331
2013-05-05,83.89551212393646
2013-05-06,89.80545726665098
2013-05-07,82.6915468164288
2013-05-08,81.20699394597118
2013-05-09,86.25208805302235
2013-05-10,87.60499103659805
2013-05-11,83.6283159790988
2013-05-12,76.77033353947907
2013-05-13,79.23363477513381
2013-05-14,81.38828149856845
2013-05-15,76.2273982114643
2013-05-16,77.25536796455222
2013-05-17,85.70120494671959
2013-05-18,119.03272696303834
2013-05-19,88.42198607436957
2013-05-20,84.99707977830194
2013-05-21,80.13174706031896
2013-05-22,72.99240425371312
2013-05-23,82.97278765517174
2013-05-24,82.58793892263189
2013-05-25,89.87669518114694
2013-05-26,90.29167889162916
2013-05-27,91.18227599768244
2013-05-28,83.97544371051231
2013-05-29,
2013-05-30,
2013-05-31,
2013-06-01,78.99970858136807
2013-06-02,88.78394149522677
2013-06-03,85.04869668996636
2013-06-04,92.12353015021141
2013-06-05,93.30633942953513
2013-06-06,88.1259146820166
2013-06-07,90.25574333402088
2013-06-08,86.38608371655897
2013-06-09,94.09220670160762
2013-06-10,85.23575368685138
2013-06-11,89.3294064574543
2013-06-12,98.09661206685705
2013-06-13,98.32421521957168
2013-06-14,96.05502742444365
2013-06-15,86.25668462879808
2013-06-16,96.14089783826405
2013-06-17,98.52596018825052
2013-06-18,74.09719843909579
2013-06-19,90.21398392419492
2013-06-20,90.48841307202696
2013-06-21,100.44804757006888
2013-06-22,100.37707471758678
2013-06-23,89.43803210279896
2013-06-24,95.60146085257652
2013-06-25,93.91826685746294
2013-06-26,85.50038820314705
2013-06-27,86.74123185562763
2013-06-28,80.04870510948749
2013-06-29,
2013-06-30,
2013-06-31,
2013-07-01,92.9999659970854
2013-07-02,92.35824751567766
2013-07-03,99.0258515373432
2013-07-04,94.76554613376379
2013-07-05,76.82380910278148
2013-07-06,91.9050999167251
2013-07-07,91.69116561922677
2013-07-08,89.0064653908259
